,api_id,source_api_id,api_name,source_name
5281,37743,839488,inactivated trivalent influenza vaccine,AACT
5282,37744,852222,inactivated vero cell based whole virus influenza a/h5n1,AACT
5283,37759,885441,inalimarev,AACT
5284,37768,544795,incagn01876,AACT
5285,37769,514837,incagn01949,AACT
5286,37779,809451,incb019602,AACT
5287,37784,DB11817,baricitinib,DrugBank
5288,37794,541705,incb050465,AACT
5289,37795,604371,incb052793,AACT
5290,37796,560002,incb053914,AACT
5291,37797,581887,incb054329,AACT
5292,37798,587231,incb054828,AACT
5293,37799,542857,incb057643,AACT
5294,37800,542590,incb059872,AACT
5295,37801,DB05064,incb13739,DrugBank
5296,37802,DB05033,incb7839,DrugBank
5297,37844,DB01277,mecasermin,repoDB
5298,37853,680605,incretin,AACT
5299,37855,573294,incshr01210,AACT
5300,37857,DB11647,incyclinide,DrugBank
5301,37898,DB12664,indantadol,DrugBank
5302,37899,DB00808,indapamide,repoDB
5303,37911,CHEMBL49642,indibulin,ChEMBL
5304,37917,765218,indigo naturalis extract,AACT
5305,37919,DB00224,indinavir,repoDB
5306,37926,DB12590,indiplon,DrugBank
5307,37932,DB12379,indirubin,DrugBank
5308,37936,681023,in111 anti-cd45 monoclonal antibody bc8,AACT
5309,37937,902786,in111 folic acid,AACT
5310,37939,901996,in111 ll2 igg,AACT
5311,37940,898499,in111 monoclonal antibody bre-3,AACT
5312,37941,899431,in111 monoclonal antibody hu3s193,AACT
5313,37942,898453,in111 monoclonal antibody lym-1,AACT
5314,37943,902392,in111 monoclonal antibody m170,AACT
5315,37944,901902,in111 monoclonal antibody mn-14,AACT
5316,37946,574678,in111-dota-biotin,AACT
5317,37949,875830,in111 imp-205xm734,AACT
5318,37953,572648,in111-dota-girentuximab-irdye800cw,AACT
5319,37955,629573,in111-octreoscan,AACT
5320,37956,CHEMBL2096656,dtpa,ChEMBL
5321,37978,1439,k-3920,Drug Central
5322,37993,DB12881,indole-3-carbinol,DrugBank
5323,38019,DB12827,indoximod,DrugBank
5324,38067,5024,inductos,Drug Central
5325,38070,DB04796,inecalcitol,DrugBank
5326,38082,552508,infanrix,AACT
5327,38089,728237,infanrix ipv,AACT
5328,38091,881959,infanrix penta,AACT
5329,38093,767909,infanrix-ipv/hib,AACT
5330,38189,773584,influenza vaccine trivalent inactivated,AACT
5331,38190,560287,"influenza vaccine, split inactivated",AACT
5332,38191,,influenza virus vaccine,nme
5333,38192,836070,fluviral,AACT
5334,38218,572463,4h11-28z/fil-12/efgrt+ genetically-modified t cells,AACT
5335,38220,3995,quaterin,Drug Central
5336,38222,809601,nk cell,AACT
5337,38224,531600,non-t-cell depleted bone marrow,AACT
5338,38226,CHEMBL1201567,filgrastim,ChEMBL
5339,38234,DB09035,nivolumab,repoDB
5340,38240,DB05831,ing-1,DrugBank
5341,38241,894848,ingap peptide,AACT
5342,38263,DB00915,amantadine,repoDB
5343,38293,DB00871,terbutaline,repoDB
5344,38322,864129,delta-8-thc,AACT
5345,38358,660321,leukotriene e4,AACT
5346,38360,DB00408,loxapine,repoDB
5347,38378,DB12529,nitrite ion,DrugBank
5348,38379,DB09152,nitrogen,repoDB
5349,38397,866915,sodium pyruvate,AACT
5350,38398,700290,fkbp51,AACT
5351,38401,605562,td139,AACT
5352,38434,DB00292,etomidate,repoDB
5353,38473,4600,methylcobaz,Drug Central
5354,38478,450349,11c acetate,PubChem
5355,38479,763426,tc-ecd,AACT
5356,38483,508344,68ga-nodaga-e(c[rgdyk])2,AACT
5357,38488,676479,allogeneic neuroblastoma cells,AACT
5358,38489,791164,antigen-loaded cultured dendritic cells,AACT
5359,38491,708192,autologous cd133+ stem cells,AACT
5360,38492,827251,autologous stem cells,AACT
5361,38493,812425,autovaccine symbiopharm,AACT
5362,38496,669434,c3bs-cqr-1,AACT
5363,38503,891513,il-2-secreting cd40l-expressing autologous b-cll cells,AACT
5364,38509,812005,mouse tyrp2 dna,AACT
5365,38512,639124,nmba,AACT
5366,38521,618647,scaav2-p1nd4v2,AACT
5367,38525,668640,ytttrium-90 microspheres,AACT
5368,38528,DB12091,gadolinium,DrugBank
5369,38532,665488,om-174,AACT
5370,38535,819165,autologous natural killer cells,AACT
5371,38536,736452,inm-176,AACT
5372,38537,867782,inno-105,AACT
5373,38550,509745,ino-1400,AACT
5374,38553,716167,ino-3401,AACT
5375,38555,716170,ino-3510,AACT
5376,38556,716165,ino-3605,AACT
5377,38558,716168,ino-3609,AACT
5378,38559,577293,ino-4201,AACT
5379,38561,577294,ino-4202,AACT
5380,38562,577296,ino-4212,AACT
5381,38564,534461,ino-8000,AACT
5382,38567,509746,ino-9012,AACT
5383,38569,3301,ribonosine,Drug Central
5384,38578,,inotuzumab ozogamicin,nme
5385,38587,844013,ins115644,AACT
5386,38588,800218,ins117548,AACT
5387,38594,703973,insadol,AACT
5388,38611,679340,d. pteronyssinus allergens,AACT
5389,38617,881743,oral poliovirus vaccine,AACT
5390,38647,674371,insulin 287,AACT
5391,38648,575227,insulin 320,AACT
5392,38649,599054,insulin 338,AACT
5393,38684,883279,insulin biasp30,AACT
5394,38689,DB09564,insulin degludec,repoDB
5395,38699,DB01307,insulin detemir,repoDB
5396,38787,894718,"insulin like growth factor, type 1",AACT
5397,38812,5002,insulin lispro recombinant,Drug Central
5398,38823,71301236,insulin peglispro,PubChem
5399,38834,876967,insulin secretagogue,AACT
5400,38880,DB00063,eptifibatide,repoDB
5401,38956,600298,intercept plasma,AACT
5402,38957,598910,intercept platelets,AACT
5403,39043,752505,interferon alpha-5,AACT
5404,39049,DB00068,interferon beta-1b,repoDB
5405,39094,908186,il-1,AACT
5406,39098,581809,interleukin-12 dna,AACT
5407,39110,899563,interleukin-2 gene,AACT
5408,39115,DB12182,interleukin-4 (human; nonglycosylated),DrugBank
5409,39116,902591,il-4(38-37)-pe38kdel,AACT
5410,39206,591357,hexakaprone,AACT
5411,39215,1252,nevulose,Drug Central
5412,39217,599536,intestinal microbiota,AACT
5413,39221,1446,rp-60475,Drug Central
5414,39233,734290,manuka honey,AACT
5415,39241,,miochol,nme
5416,39248,508734,autologous adipose-derived stromal vascular fraction cells,AACT
5417,39267,860541,bone marrow derived autologous cd34+ selected cells,AACT
5418,39278,,indocyanine green,nme
5419,39297,508112,platelet lysate,AACT
5420,39307,910088,klh vaccine,AACT
5421,39328,730432,fcgamma1-fel d1 fusion protein,AACT
5422,39333,752227,rhgdf-5,AACT
5423,39337,DB00092,alefacept,repoDB
5424,39338,DB00290,bleomycin,repoDB
5425,39348,CHEMBL1201485,intralipid,ChEMBL
5426,39367,4603,cobalamine,Drug Central
5427,39380,564614,tak-850,AACT
5428,39383,1577,levosulpiride,Drug Central
5429,39384,1770,methylprednisolone acetate,Drug Central
5430,39386,867119,manon-05,AACT
5431,39391,2058,paraldehyde,Drug Central
5432,39397,DB12510,ozone,DrugBank
5433,39399,798603,autologous serum,AACT
5434,39400,DB05914,mesenchymal stem cells,DrugBank
5435,39405,501786,recombinant bet v 1,AACT
5436,39407,510228,"bioactive factors, produced by m2 macrophage",AACT
5437,39415,4468,esketamine hydrochloride,Drug Central
5438,39431,DB00465,ketorolac,repoDB
5439,39432,DB00186,lorazepam,repoDB
5440,39465,883654,synthetic melanoma associated epitopes,AACT
5441,39466,883653,vaccinia virus expressing 5 transgenes,AACT
5442,39467,789129,ad-isf35,AACT
5443,39508,DB00080,daptomycin,repoDB
5444,39520,619081,tgdcc-e1a,AACT
5445,39524,840896,islet cells,AACT
5446,39525,DB09274,artesunate,repoDB
5447,39589,CHEMBL1201595,aldurazyme,ChEMBL
5448,39594,857320,t-cells,AACT
5449,39608,847859,urinary human chorionic gonadotrophin,AACT
5450,39626,DB01004,ganciclovir,repoDB
5451,39629,713182,human tissue plasminogen activator,AACT
5452,39631,913801,gsk2434735,AACT
5453,39685,674472,crystalloid,AACT
5454,39687,DB08826,deferiprone,repoDB
5455,39700,DB01364,ephedrine,repoDB
5456,39723,878482,gr270773,AACT
5457,39730,638567,flu-ivig,AACT
5458,39749,DB06616,bosutinib,repoDB
5459,39760,132274234,177lu-dotatate,PubChem
5460,39768,582199,ferroven,AACT
5461,39777,DB01202,levetiracetam,repoDB
5462,39778,DB01235,levodopa,repoDB
5463,39788,DB06725,lornoxicam,repoDB
5464,39789,DB01377,magnesium oxide,repoDB
5465,39792,,meperidine,nme
5466,39834,DB08439,parecoxib,repoDB
5467,39864,2424,scopolamine hydrobromide,Drug Central
5468,39871,DB12068,t-900607,DrugBank
5469,39876,DB00273,topiramate,repoDB
5470,39895,DB00305,mitomycin,repoDB
5471,39933,DB12460,conbercept,DrugBank
5472,39952,DB04895,pegaptanib,repoDB
5473,39987,546178,intuvax,AACT
5474,39989,1447,inulin,Drug Central
5475,39992,717078,inv-144,AACT
5476,39993,719758,inv21,AACT
5477,39995,599425,invac-1,AACT
5478,40001,648178,gsk2789868a,AACT
5479,40002,646280,gsk2789869a,AACT
5480,40003,639628,gsk3206640a,AACT
5481,40004,639627,gsk3206641a,AACT
5482,40005,616407,gsk3277509a,AACT
5483,40006,616406,gsk3277510a,AACT
5484,40007,683355,gsk2654909a,AACT
5485,40008,683354,gsk2654911a,AACT
5486,40017,742269,bgs649,AACT
5487,40043,717161,inxn-2001,AACT
5488,40044,793651,inxn-3001,AACT
5489,40045,1448,iobenguane i 123,Drug Central
5490,40048,1449,iobitridol,Drug Central
5491,40050,667829,iocide,AACT
5492,40052,,iodide,nme
5493,40056,4446,iodine,Drug Central
5494,40057,670264,124i girentuximab,AACT
5495,40061,816861,t84.66,AACT
5496,40063,735391,g250,AACT
5497,40067,904616,g-250,AACT
5498,40068,,ethiodol,nme
5499,40070,785202,3f8,AACT
5500,40071,903554,81c6,AACT
5501,40073,71295165;71061259;71060837;68335881;66738818;57527937;57335848;23645786;600328,a33,PubChem
5502,40074,189741,bc8,PubChem
5503,40075,896364,cc49-deltach2,AACT
5504,40076,613417,bibh 1,AACT
5505,40077,CHEMBL2109447,oncolym,ChEMBL
5506,40089,DB09420,iodine-123,DrugBank
5507,40090,853393,iodine-124,AACT
5508,40094,769305,anti-b1 antibody,AACT
5509,40106,666431,iodocarb,AACT
5510,40108,558481,iodohippurate,AACT
5511,40112,,ioflupane i-123,nme
5512,40114,DB12439,ioforminol,DrugBank
5513,40116,,omnipaque,nme
5514,40119,917536,iomab-b,AACT
5515,40120,1462,iomazenil (123i),Drug Central
5516,40121,1463,iomeron,Drug Central
5517,40124,24393,ferrous sulphate,PubChem
5518,40125,543056,ionis angptl3-lrx,AACT
5519,40126,569610,ionis httrx,AACT
5520,40127,584260,ionis-apo(a)-lrx,AACT
5521,40128,598124,ionis-dmpkrx,AACT
5522,40129,506908,ionis-hbvrx,AACT
5523,40130,695565,ionis-stat3rx,AACT
5524,40131,616799,ionis-ttr rx,AACT
5525,40159,,optiray ,nme
5526,40163,662484,iowh032,AACT
5527,40164,1472,ioxaglic acid,Drug Central
5528,40170,792322,ip10.c8,AACT
5529,40173,DB12370,ipamorelin,DrugBank
5530,40174,DB11743,ipatasertib,DrugBank
5531,40188,552114,iph2201,AACT
5532,40189,559242,iph4102,AACT
5533,40198,552942,ipi-549,AACT
5534,40199,DB12655,saridegib,DrugBank
5535,40225,858510,"ipl512,602",AACT
5536,40226,,poliovirus vaccine inactivated (monkey kidney cell),nme
5537,40227,776184,ipomea pes-caprae,AACT
5538,40229,4890,suglat,Drug Central
5539,40257,DB00332,ipratropium bromide,repoDB
5540,40273,864809,ipx054,AACT
5541,40282,DB00190,carbidopa,repoDB
5542,40287,700972,ipx159,AACT
5543,40289,603543,ipx203,AACT
5544,40299,CHEMBL1082,amoxicillin,ChEMBL
5545,40300,CHEMBL2108612,iratumumab,ChEMBL
5546,40303,DB01029,irbesartan,repoDB
5547,40407,1483,mgi-114,Drug Central
5548,40428,640723,iron hydroxide adipate,AACT
5549,40434,831744,iron oligosaccharide,AACT
5550,40437,4261,iron fumarate,Drug Central
5551,40475,DB02292,irosustat,DrugBank
5552,40491,872803,irx-2,AACT
5553,40495,503620,is-001,AACT
5554,40501,DB06636,isavuconazonium,repoDB
5555,40505,888684,mistletoe,AACT
5556,40506,864361,iscar quercus,AACT
5557,40512,706817,icosmatrix,AACT
5558,40522,798612,isf35,AACT
5559,40523,893023,isis 104838,AACT
5560,40524,DB05506,isis 113715,DrugBank
5561,40525,DB05803,isis 14803,DrugBank
5562,40527,681409,isis 183750,AACT
5563,40528,900431,isis 2503,AACT
5564,40532,834039,isis 325568,AACT
5565,40533,762934,isis 333611,AACT
5566,40535,804637,isis 353512,AACT
5567,40536,790849,isis 388626,AACT
5568,40537,564809,isis 416858,AACT
5569,40539,904227,isis 5132,AACT
5570,40541,676822,isis crp,AACT
5571,40543,737929,isis eif4e,AACT
5572,40544,618694,isis-apo(a),AACT
5573,40545,684903,isis-apociii,AACT
5574,40546,575641,isis-fgfr4,AACT
5575,40547,676493,isis-fxirx,AACT
5576,40549,560542,isis-gcgr,AACT
5577,40555,650186,isis-ptp1b,AACT
5578,40557,578248,bmx-010,AACT
5579,40559,827633,islet of langerhans,AACT
5580,40561,566548,ismigen,AACT
5581,40566,DB13078,kosn-1724,DrugBank
5582,40568,507464,isoamyl-2-cyanoacrylate,AACT
5583,40569,,nesacaine,nme
5584,40576,DB01247,isocarboxazid,repoDB
5585,40599,616017,soy protein,AACT
5586,40601,735612,whey protein,AACT
5587,40605,725181,sonepcizumab,AACT
5588,40629,816876,isonitrogenous vaminolact,AACT
5589,40651,,lymphazurin,nme
5590,40690,4323,urea-13c,Drug Central
5591,40701,874543,isovorin,AACT
5592,40707,,isovue-200,nme
5593,40708,618101,isphagula husk,AACT
5594,40709,886000,ispinesib,AACT
5595,40721,534453,istaroxime,AACT
5596,40726,4882,nouriast,Drug Central
5597,40732,534656,isu302,AACT
5598,40733,706668,isv 101,AACT
5599,40744,567892,it-pil12-ep,AACT
5600,40745,DB12154,itacitinib,DrugBank
5601,40747,CHEMBL2105109,itasetron,ChEMBL
5602,40760,656298,itf2984,AACT
5603,40764,601219,iti-007,AACT
5604,40767,652614,iti-214,AACT
5605,40775,1512,itropride,Drug Central
5606,40796,746929,itx 5061,AACT
5607,40842,DB12564,gemcitabine elaidate,DrugBank
5608,40855,708025,dhe,AACT
5609,40859,DB00561,doxapram,repoDB
5610,40860,523534,f901318,AACT
5611,40866,778387,f18 methylcholine,AACT
5612,40936,DB12335,tanezumab,DrugBank
5613,40963,758107,trivalent saccharose hydroxide ferrous,AACT
5614,40972,655773,wck771,AACT
5615,40981,503337,iva337,AACT
5616,40992,923980,ivac_w_bre1_uid,AACT
5617,41003,DB00602,ivermectin,repoDB
5618,41040,806799,ivn201,AACT
5619,41046,506968,ivy leaves,AACT
5620,41048,531684,iw-1701,AACT
5621,41049,754401,iw-6118,AACT
5622,41050,676612,iw-9179,AACT
5623,41051,742381,iw001,AACT
5624,41052,640372,ix-01,AACT
5625,41059,DB04845,ixabepilone,repoDB
5626,41083,DB09570,ixazomib,repoDB
5627,41094,566180,ixeris of sonchifolia hance,AACT
5628,41096,,"japanese encephalitis vaccine, inactivated, adsorbed",nme
5629,41101,713427,izn-6d4,AACT
5630,41102,716827,izn-6n4,AACT
5631,41109,646310,j022x,AACT
5632,41110,747041,j5-omp vaccine,AACT
5633,41130,517861,jaungo,AACT
5634,41132,577038,jbt-101,AACT
5635,41133,508038,jcar015,AACT
5636,41139,712898,jdtic,AACT
5637,41140,859759,je-vax,AACT
5638,41142,669284,jinlianqingre,AACT
5639,41146,DB12744,cgi-1842,DrugBank
5640,41148,707684,jiangtangtiaozhi,AACT
5641,41149,518838,jianpi qinghua,AACT
5642,41150,552346,jian pi yi shen hua tan,AACT
5643,41151,556761,jianpixiaozhong,AACT
5644,41152,573466,jilin maifeng,AACT
5645,41153,557860,jinfukang,AACT
5646,41155,784143,jing fang bai du san,AACT
5647,41156,635199,jinlida,AACT
5648,41157,724172,jintropin,AACT
5649,41159,566813,jinyebaidu,AACT
5650,41162,580385,jkb-121,AACT
5651,41163,600506,jkb-122,AACT
5652,41170,580843,jm-010,AACT
5653,41171,539156,jmi-001,AACT
5654,41182,DB11867,jnj-39393406,DrugBank
5655,41186,736974,jnj 40929837,AACT
5656,41187,656855,jnj 49095397,AACT
5657,41188,586509,jnj 53718678,AACT
5658,41189,575767,jnj 54175446,AACT
5659,41192,612134,jnj-10450232,AACT
5660,41193,822955,jnj-17166864,AACT
5661,41194,846438,jnj-17216498,AACT
5662,41195,663680,jnj-17299425,AACT
5663,41196,11151899,jnj-18038683,PubChem
5664,41197,832764,jnj-18054478,AACT
5665,41199,842491,jnj-26113100,AACT
5666,41205,812548,jnj-26483327,AACT
5667,41207,701151,jnj-26528398,AACT
5668,41208,DB12027,serdemetan,DrugBank
5669,41209,CHEMBL325041,bortezomib,ChEMBL
5670,41222,751654,jnj-32729463,AACT
5671,41227,DB12579,jnj-37822681,DrugBank
5672,41228,780681,jnj-38431055,AACT
5673,41233,DB12522,toreforant,DrugBank
5674,41242,DB13113,jnj-38877605,DrugBank
5675,41248,644166,jnj-38877618,AACT
5676,41249,DB12929,jnj-39220675,DrugBank
5677,41251,DB12875,mavatrep,DrugBank
5678,41259,752701,jnj-39588146,AACT
5679,41272,DB12504,jnj-40346527,DrugBank
5680,41274,DB12059,jnj-40411813,DrugBank
5681,41280,DB12632,jnj-41443532,DrugBank
5682,41289,581671,jnj-42165279,AACT
5683,41296,DB12657,jnj-42396302,DrugBank
5684,41297,674129,jnj-42692507,AACT
5685,41299,660409,jnj-42721458,AACT
5686,41319,577375,jnj-42847922,AACT
5687,41323,607576,jnj-43260295,AACT
5688,41324,684349,jnj-47910382,AACT
5689,41330,523955,jnj-48816274,AACT
5690,41331,602411,jnj-49122944,AACT
5691,41333,674130,jnj-53773187,AACT
5692,41339,548350,jnj-54416076,AACT
5693,41343,664424,jnj-54452840,AACT
5694,41344,572669,jnj-54767414,AACT
5695,41349,619773,jnj-54861911,AACT
5696,41376,554982,jnj-55375515,AACT
5697,41377,556865,jnj-55920839,AACT
5698,41388,505396,jnj-56022473,AACT
5699,41389,549256,jnj-56136379,AACT
5700,41390,536372,jnj-61178104,AACT
5701,41392,556868,jnj-61186372,AACT
5702,41393,503393,jnj-61393215,AACT
5703,41394,548156,jnj-61610588,AACT
5704,41395,609107,jnj-61818549,AACT
5705,41396,550851,jnj-63623872,AACT
5706,41404,542293,jnj-63709178,AACT
5707,41405,516651,jnj-63723283,AACT
5708,41408,89658382,als-008176,PubChem
5709,41411,923438,jnj-64041809,AACT
5710,41412,493723,jnj-64179375,AACT
5711,41413,520730,jnj-64304500,AACT
5712,41414,912648,jnj-64457107,AACT
5713,41415,522734,jnj-64565111,AACT
5714,41416,517063,jnj-809,AACT
5715,41419,761189,jnj38224342,AACT
5716,41422,726580,jns001,AACT
5717,41424,704782,jns020qd,AACT
5718,41425,677664,jobelyn,AACT
5719,41432,548283,jojoba,AACT
5720,41433,559250,jojoba oil,AACT
5721,41436,560077,jonosteril,AACT
5722,41437,1518,turimycin a5,Drug Central
5723,41438,551035,jowiseungcheung-tang,AACT
5724,41439,894152,jp 1730,AACT
5725,41440,496140,jpi-289,AACT
5726,41443,525953,js-001,AACT
5727,41444,831997,jsm6427,AACT
5728,41445,538803,jta-004,AACT
5729,41446,515373,jte-051,AACT
5730,41447,501896,jte-451,AACT
5731,41452,11607299,jtt-130,PubChem
5732,41454,625907,jtt-251,AACT
5733,41455,623925,jtt-252,AACT
5734,41457,802613,jtt-302,AACT
5735,41459,768696,jtt-654,AACT
5736,41467,678379,jtt-851,AACT
5737,41468,517355,jtx-2011,AACT
5738,41469,560943,jtz-951,AACT
5739,41472,519654,juanbi,AACT
5740,41491,787753,jvrs-100,AACT
5741,41500,784217,jwhgwt,AACT
5742,41505,508223,jy09,AACT
5743,41507,10130337,adx-n05,PubChem
5744,41508,500300,jzp-258,AACT
5745,41509,611270,jzp-386,AACT
5746,41511,541542,k-001,AACT
5747,41512,628164,k-103-ip,AACT
5748,41513,DB12685,k-134,DrugBank
5749,41514,645825,k-312,AACT
5750,41523,57340709,k-604,PubChem
5751,41524,603202,k-877,AACT
5752,41527,508449,k0706,AACT
5753,41528,517346,k1-70,AACT
5754,41529,DB02929,k201,DrugBank
5755,41532,509799,k27m,AACT
5756,41533,750521,k301,AACT
5757,41534,750486,k40,AACT
5758,41536,547182,ka2237,AACT
5759,41537,503344,ka2507,AACT
5760,41542,DB12306,cipargamin,DrugBank
5761,41543,671392,kaf156,AACT
5762,41544,506712,kagocel,AACT
5763,41545,566001,kahr-102,AACT
5764,41546,750774,kai-1678,AACT
5765,41547,,parsabiv,nme
5766,41548,CHEMBL2107872,delcasertib,ChEMBL
5767,41569,659429,kalladaippu kudineer,AACT
5768,41570,910842,kallikrein,AACT
5769,41571,865123,kallunk oxide,AACT
5770,41575,841926,kamada,AACT
5771,41581,608143,kandhaga rasayanam,AACT
5772,41583,574455,kangguzengsheng,AACT
5773,41585,895281,kanglaite,AACT
5774,41588,833680,danshen jiang fu,AACT
5775,41589,515865,kanitinib,AACT
5776,41591,537975,kar5585,AACT
5777,41602,499550,karonudib,AACT
5778,41604,DB01322,kava,DrugBank
5779,41608,740888,kb004,AACT
5780,41609,DB05035,eprotirome,DrugBank
5781,41610,584469,kbmsi-2,AACT
5782,41611,525899,kbp-5074,AACT
5783,41612,580415,kbp-5209,AACT
5784,41613,578720,kbp-7072,AACT
5785,41614,788965,kbpa-101,AACT
5786,41615,692244,kbsa301,AACT
5787,41621,CHEMBL3545185,selinexor,ChEMBL
5788,41622,679263,kct-0809,AACT
5789,41624,779775,kd-247,AACT
5790,41625,CHEMBL1773,capecitabine,ChEMBL
5791,41626,DB11973,tesevatinib,DrugBank
5792,41628,597425,kd025,AACT
5793,41631,53497429,slx-4090,PubChem
5794,41632,577654,kd101,AACT
5795,41633,DB05214,kd7040,DrugBank
5796,41634,580108,kdt501,AACT
5797,41635,512971,ke chuan liu wei,AACT
5798,41637,699502,kedbumin,AACT
5799,41639,543444,kefir,AACT
5800,41642,715159,kelocote,AACT
5801,41653,DB00039,palifermin,repoDB
5802,41664,788227,keratinocytes,AACT
5803,41756,1524,suffrexal,Drug Central
5804,41761,704387,keto-amino acids,AACT
5805,41763,1526,ketobemidone,Drug Central
5806,41789,719973,ketolorac,AACT
5807,41792,592069,ketone,AACT
5808,41863,854579,ketosteril,AACT
5809,41875,DB13010,thioureidobutyronitrile,DrugBank
5810,41876,DB05299,keyhole limpet hemocyanin,DrugBank
5811,41879,DB09037,pembrolizumab,repoDB
5812,41881,566161,kh176,AACT
5813,41883,554960,khk2375,AACT
5814,41884,522122,khk2455,AACT
5815,41885,615904,khk2823,AACT
5816,41886,732112,khk2866,AACT
5817,41887,701653,khk2898,AACT
5818,41888,912919,khk4083,AACT
5819,41889,715299,khk4563,AACT
5820,41890,639109,khk4577,AACT
5821,41894,698009,khk6188,AACT
5822,41895,589294,khk6640,AACT
5823,41896,611115,khk7580,AACT
5824,41902,6451143,eprodisate disodium,PubChem
5825,41925,510327,kisspeptin,AACT
5826,41927,615745,99mtc-rhannexin,AACT
5827,41929,574247,kivexa,AACT
5828,41933,496965,kl1333,AACT
5829,41935,627841,kl7016,AACT
5830,41949,687152,klh-2109,AACT
5831,41950,745789,klh-id vaccine,AACT
5832,41957,806321,kls-0611,AACT
5833,41959,25215428,km-023,PubChem
5834,41960,501300,km-819,AACT
5835,41961,754044,kml-001,AACT
5836,41962,527089,kn035,AACT
5837,41967,497591,ko-947,AACT
5838,41978,771534,kondrium,AACT
5839,41987,DB05903,kos-1584,DrugBank
5840,41989,600931,kothala himbutu,AACT
5841,41997,777864,kp-413,AACT
5842,41998,CHEMBL1200865,loteprednol etabonate,ChEMBL
5843,42002,767825,kps-0373,AACT
5844,42006,551231,kpt-8602,AACT
5845,42007,544114,kpt-9274,AACT
5846,42009,579976,kq-791,AACT
5847,42023,704257,krn321,AACT
5848,42024,790574,krn330,AACT
5849,42026,DB12232,krn-7000,DrugBank
5850,42028,DB06127,krp-104,DrugBank
5851,42039,677140,kuan sin yin,AACT
5852,42040,522070,kt07,AACT
5853,42041,558091,kte-c19,AACT
5854,42042,575959,ktn3379,AACT
5855,42044,642338,ktp-001,AACT
5856,42052,DB12080,ritobegron,DrugBank
5857,42053,491155,kudzu extract,AACT
5858,42054,610657,kukoamine b mesilate,AACT
5859,42055,774811,kunxian,AACT
5860,42060,614620,kux-1151,AACT
5861,42061,614305,kvd001,AACT
5862,42063,5031,poteligeo,Drug Central
5863,42067,779292,kw-2450,AACT
5864,42069,759956,kw-2478,AACT
5865,42070,DB12797,kw2871,DrugBank
5866,42071,718834,kw-3357,AACT
5867,42072,DB12670,rolofylline,DrugBank
5868,42075,512665,kw-6356,AACT
5869,42076,760638,kw-6500,AACT
5870,42078,657367,kw21052,AACT
5871,42081,596290,kx2-361,AACT
5872,42082,717158,kx2-391,AACT
5873,42090,692349,kyg0395,AACT
5874,42096,731392,kyungbangn gamisoyosan,AACT
5875,42097,731391,kyungbangn-gamisoyosan-x-gwarip,AACT
5876,42099,DB09235,efonidipine,repoDB
5877,42104,770048,l-377202,AACT
5878,42107,909334,"l-697,661",AACT
5879,42108,DB00520,caspofungin,repoDB
5880,42113,4255,l-alanine,Drug Central
5881,42116,784975,l-arabinose,AACT
5882,42145,162762,citrulline malate,PubChem
5883,42150,598381,l-dos47,AACT
5884,42157,1557,leucine,Drug Central
5885,42159,846051,l-leucyl-l-leucine methyl ester,AACT
5886,42177,888365,l-norleucine,AACT
5887,42186,CHEMBL414804,oxaliplatin,ChEMBL
5888,42187,801436,l-prp,AACT
5889,42195,DB12444,theanine,DrugBank
5890,42196,624240,l-tetrahydropalmatine,AACT
5891,42204,6305,tryptophan,WITHDRAWN
5892,42208,862472,l-vax,AACT
5893,42212,511639,l1-79,AACT
5894,42213,CHEMBL2109608,l19il2,ChEMBL
5895,42222,629830,l19tnf-alpha,AACT
5896,42239,567713,trichilia catigua,AACT
5897,42242,528312,vasculocis,AACT
5898,42247,DB00598,labetalol,repoDB
5899,42249,854000,ltk63,AACT
5900,42265,551784,labr-312,AACT
5901,42269,DB06768,ammonium lactate,repoDB
5902,42270,1532,motens,Drug Central
5903,42292,606730,neisseria lactamica,AACT
5904,42308,722069,lacteol,AACT
5905,42317,516973,lactisal,AACT
5906,42319,1534,lactositol,Drug Central
5907,42321,699207,lactobacillus casei rhamnosus,AACT
5908,42323,535306,lactobacillus crispatus ctv-05,AACT
5909,42324,807107,lactobacillus fermentum lc40,AACT
5910,42325,496873,lactobacillus gasseri,AACT
5911,42326,645789,lactobacillus plantarum 299v,AACT
5912,42327,672629,lactobacilli reuteri,AACT
5913,42329,577858,lactobacillus reuteri 17938,AACT
5914,42332,525609,lactobacillus rhamnosus sp1,AACT
5915,42333,807105,lactobacillus salivarius hn6,AACT
5916,42337,660767,lactol,AACT
5917,42360,689851,lactulone,AACT
5918,42375,713146,ladostigil hemitartrate,AACT
5919,42382,1537,protecadin,Drug Central
5920,42383,804961,lag-3,AACT
5921,42384,923798,lag525,AACT
5922,42387,602760,lais,AACT
5923,42391,11527330,apilimod dimesylate,PubChem
5924,42406,DB00709,lamivudine,repoDB
5925,42407,680984,laminaria,AACT
5926,42474,549351,lanabecestat,AACT
5927,42480,DB12799,laniquidar,DrugBank
5928,42529,,lanthanum carbonate hydrate,nme
5929,42636,711299,lapis judaicus,AACT
5930,42637,763045,lappa arctium,AACT
5931,42638,15561101,laquinimod,WITHDRAWN
5932,42646,CHEMBL2103815,larazotide acetate,ChEMBL
5933,42650,DB05817,onrigin,DrugBank
5934,42656,DB12984,larotaxel,DrugBank
5935,42659,500995,larotrectinib,AACT
5936,42670,770123,las106521,AACT
5937,42671,755080,las189961,AACT
